,Ticker,Name,Exchange,Category Name,Country,ratio,earnings,dividends
12802,0659.HK,NWS HOLDINGS,HKG,Conglomerates,Hong Kong,2.98646003941926,26833500000.0,True
12804,0636.HK,KERRY LOG NET,HKG,Money Center Banks,Hong Kong,2.223458587402484,41139102000.0,True
12805,0610.HK,WAI KEE HOLD,HKG,General Contractors,Hong Kong,2.685055722218772,7904105000.0,True
12807,0551.HK,YUE YUEN IND,HKG,Textile - Apparel Footwear & Accessories,Hong Kong,2.0650308953786154,10105387000.0,True
12817,0372.HK,PT INTL DEV,HKG,Mortgage Investment,Hong Kong,138.33100948131624,1785780000.0,True
12819,0341.HK,CAFE DE CORAL H,HKG,Restaurants,Hong Kong,4.1909189249678285,8493883000.0,True
12822,0330.HK,ESPRIT HOLDINGS,HKG,Apparel Stores,Hong Kong,2.7261506814091025,12932000000.0,True
12823,0296.HK,EMPEROR E HOTEL,HKG,Gaming Activities,Hong Kong,9.273398601232351,1381335000.0,True
12825,0255.HK,LUNG KEE,HKG,Metal Fabrication,Hong Kong,5.644177733277122,2326913000.0,True
12832,0179.HK,JOHNSON ELEC H,HKG,Diversified Machinery,Hong Kong,2.48789752984109,3280381000.0,True
12833,0163.HK,EMPEROR INT'L,HKG,Asset Management,Hong Kong,2.149615925175776,4352386000.0,True
12835,0129.HK,ASIA STANDARD,HKG,Real Estate Development,Hong Kong,2.168813159504168,2207480000.0,True
12836,0113.HK,DICKSON CONCEPT,HKG,Jewelry Stores,Hong Kong,3.794162702125112,4009422000.0,True
12841,0052.HK,FAIRWOOD HOLD,HKG,Restaurants,Hong Kong,2.5611948688093467,2970524000.0,True
12850,HAL.AS,HAL Trust,AMS,Asset Management,Netherlands,2.145491269220745,5376700000.0,True
12881,1170.HK,KINGMAKER,HKG,Textile - Apparel Footwear & Accessories,Hong Kong,4.122930461301754,1100649000.0,True
12886,1114.HK,BRILLIANCE CHI,HKG,Trucks & Other Vehicles,Hong Kong,3.299198535574788,4377263000.0,True
12895,1005.HK,MATRIX HOLDINGS,HKG,"Specialty Retail, Other",Hong Kong,4.922391730761964,1316101000.0,True
12903,0934.HK,SINOPEC KANTONS,HKG,Oil & Gas Pipelines,Hong Kong,4.508107510421769,1447378000.0,True
12911,0891.HK,TRINITY,HKG,Apparel Stores,Hong Kong,3.0329430782298417,1962226000.0,True
12922,0771.HK,AUTOMATED SYS,HKG,Information Technology Services,Hong Kong,2.0794852170811637,2828773000.0,True
12926,0738.HK,LE SAUNDA,HKG,Textile - Apparel Footwear & Accessories,Hong Kong,9.4730984627693,908784000.0,True
12934,0693.HK,TAN CHONG INT'L,HKG,Auto Manufacturers - Major,Hong Kong,2.995130105809713,15731423000.0,True
12936,0683.HK,KERRY PPT,HKG,Real Estate Development,Hong Kong,2.846099307937318,18025422000.0,True
12939,0677.HK,GOLDEN RES DEV,HKG,Food Wholesale,Hong Kong,9.413979213761186,1458423000.0,True
12943,0662.HK,ASIA FINANCIAL,HKG,Conglomerates,Hong Kong,3.276439078917164,1397501000.0,True
12951,0601.HK,GROUP SENSE,HKG,Electronic Equipment,Hong Kong,2.189851659369516,1515291000.0,True
12952,0590.HK,LUK FOOK HOLD,HKG,"Specialty Retail, Other",Hong Kong,3.7360417504175456,15859990000.0,True
12954,0582.HK,LANDING INTL,HKG,Chemicals - Major Diversified,Hong Kong,4.673724518735744,815533000.0,True
12955,0581.HK,CHINA ORIENTAL,HKG,Steel & Iron,Hong Kong,2.2720622499879046,43014224000.0,True
12957,0517.HK,COSCO SHIP INTL,HKG,Shipping,Hong Kong,8.092454909568861,9521575000.0,True
12970,0393.HK,GLORIOUS SUN,HKG,Textile - Apparel Clothing,Hong Kong,6.281812664373863,1212288000.0,True
12980,0333.HK,TOP FORM INT'L,HKG,Textile - Apparel Clothing,Hong Kong,2.765800611571252,1225402000.0,True
12982,0328.HK,ALCO HOLDINGS,HKG,Electronic Equipment,Hong Kong,4.345681218212794,1545212000.0,True
12983,0315.HK,SMARTONE TELE,HKG,Wireless Communications,Hong Kong,2.056224928007583,8415037000.0,True
12993,0214.HK,ASIA ORIENT,HKG,Asset Management,Hong Kong,2.3177733052670098,2419878000.0,True
12997,0173.HK,K. Wah International Holdings Limited,HKG,Real Estate Development,Hong Kong,2.164827236664656,10651931000.0,True
13003,0127.HK,Chinese Estates Holdings Limited,HKG,Real Estate Development,Hong Kong,3.281732519426784,748670000.0,True
13004,0125.HK,Sun Hing Vision Group Holdings Limited,HKG,Computer Based Systems,Hong Kong,4.676483738427264,1223917000.0,True
13008,0084.HK,Stelux Holdings International Limited,HKG,"Recreational Goods, Other",Hong Kong,2.0025090514815327,1457779000.0,True
13012,0062.HK,TRANSPORT INT'L,HKG,Trucking,Hong Kong,2.9552711635607483,8009275000.0,True
13015,0057.HK,CHEN HSONG HOLD,HKG,Diversified Machinery,Hong Kong,5.034127253820722,1635938000.0,True
13016,0053.HK,GUOCO GROUP,HKG,Conglomerates,Hong Kong,2.849411450449648,2238337000.0,True
13018,0041.HK,GREAT EAGLE H,HKG,Real Estate Development,Hong Kong,3.362895824809612,9236830000.0,True
13019,0025.HK,CHEVALIER INT'L,HKG,Conglomerates,Hong Kong,2.294016006381724,6892714000.0,True
13024,0701.HK,CNT GROUP,HKG,Conglomerates,Hong Kong,4.492824930653702,807923000.0,True
13033,1120.HK,ARTS OPTICAL,HKG,Jewelry Stores,Hong Kong,3.2086610708483883,1040962000.0,True
13039,0684.HK,ALLAN INT'L,HKG,Home Furnishings & Fixtures,Hong Kong,4.1245728709684535,1209200000.0,True
13045,0927.HK,Fujikon Industrial Holdings Limited,HKG,Electronic Equipment,Hong Kong,3.4030608240680182,1411795000.0,True
13062,0460.HK,SIHUAN PHARM,HKG,Drugs - Generic,Hong Kong,4.78139174712712,2886979000.0,True
13088,0015.HK,VANTAGE INT'L,HKG,General Contractors,Hong Kong,2.8695101403592984,3544519000.0,True
13091,0114.HK,HERALD HOLD,HKG,Conglomerates,Hong Kong,4.037758506234593,952465000.0,True
13093,0497.HK,CSI PROPERTIES,HKG,Asset Management,Hong Kong,2.070786575886473,3439180000.0,True
13097,1999.HK,Man Wah Holdings Limited,HKG,Home Furnishings & Fixtures,Hong Kong,2.044533637835777,11257792000.0,True
13102,0030.HK,BAN LOONG HOLD,HKG,Asset Management,Hong Kong,8.377229997603175,910081910.0,True
13108,0289.HK,WING ON CO,HKG,Department Stores,Hong Kong,14.614165421542582,1541978000.0,True
13111,0126.HK,CARRIANNA,HKG,Textile - Apparel Clothing,Hong Kong,2.575098411110873,970210000.0,True
13113,0116.HK,CHOW SANG SANG,HKG,Jewelry Stores,Hong Kong,2.897267031557339,17736226000.0,True
13116,0398.HK,ORIENTAL WATCH,HKG,Electronic Equipment,Hong Kong,12.373497132992167,2437184000.0,True
13125,1199.HK,COSCO SHIP PORT,HKG,Shipping,Hong Kong,2.2236939044381048,1027658000.0,True
13129,0592.HK,BOSSINI INT'L,HKG,"Specialty Retail, Other",Hong Kong,3.9390462034564417,1641171000.0,True
13136,2343.HK,Pacific Basin Shipping Limited,HKG,Shipping,Hong Kong,2.1409537486709773,1585900000.0,True
13139,CBA.F,Brilliance China Automotive Holdings Limited,FRA,Auto Manufacturers - Major,France,4.0972960284121696,4377263000.0,True
13149,1105.HK,SING TAO,HKG,Entertainment - Diversified,Hong Kong,6.17106462062646,1261779000.0,True
13150,T15.SI,Tan Chong International Limited,SES,Auto Dealerships,Singapore,2.799639552366999,14533351000.0,True
13183,0152.HK,SHENZHEN INT'L,HKG,Heavy Construction,Hong Kong,2.074291014212393,16820326000.0,True
13184,0138.HK,CCT FORTIS,HKG,Electronic Equipment,Hong Kong,2.083333333333333,1097000000.0,True
13190,0321.HK,Texwinca Holdings Limited,HKG,Textile Industrial,Hong Kong,2.6797496846694044,8210053000.0,True
13269,BOY.L,Bodycote plc,LSE,Diversified Machinery,United Kingdom,3.1967009025832565,719700000.0,True
13355,BRML3.SA,BR Malls Participações S.A.,SAO,Property Management,Brazil,2.630939871389561,1399176000.0,True
13379,HYPE3.SA,Hypermarcas S.A.,SAO,Drugs - Generic,Brazil,3.7139552093476143,3294749000.0,True
13385,GGBR3.SA,Gerdau S.A.,SAO,Steel & Iron,Brazil,2.012794856831626,39644010000.0,True
13414,MULT3.SA,Multiplan Empreendimentos Imobiliários S.A.,SAO,Real Estate Development,Brazil,2.4027482419861967,1311235000.0,True
13420,UBL.NS,United Breweries Limited,NSI,Beverages - Brewers,India,2.4501319621405173,64754300000.0,True
13429,GOAU3.SA,Metalurgica Gerdau S.A.,SAO,Steel & Iron,Brazil,2.0151285445327543,39644010000.0,True
13430,TRPL4.SA,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,SAO,Electric Utilities,Brazil,2.7558698342976515,3305155000.0,True
13439,CSMG3.SA,Companhia de Saneamento de Minas Gerais,SAO,Water Utilities,Brazil,2.4093143678024,5157224000.0,True
13446,BRE.MI,Brembo S.p.A.,MIL,Auto Parts,Italy,2.0247616052259323,2625148000.0,True
13447,SAPR4.SA,Companhia de Saneamento do ParanÃ¡ - SANEPAR,SAO,Water Utilities,Brazil,2.0708022803862156,4722826000.0,True
13462,BRNL.AS,Brunel International N.V.,AMS,Staffing & Outsourcing Services,Netherlands,2.6733784725192797,1041117000.0,True
13463,RBL.NS,Rane Brake Lining Limited,NSI,Auto Parts,India,2.4365840295849885,5138900000.0,True
13532,BVNN.MX,CompaÃ±Ã­a de Minas Buenaventura S.A.A.,MEX,Industrial Metals & Minerals,Mexico,3.6058008522712313,867888000.0,True
13540,BAP.AX,Bapcor Limited,ASX,"Specialty Retail, Other",Australia,2.1442960836228986,1296582000.0,True
13541,FBU.NZ,Fletcher Building Limited,NZE,General Building Materials,New Zealand,2.1798134011874466,8308000000.0,True
13550,IRCP.BA,IRSA Propiedades Comerciales S.A.,BUE,Property Management,Argentina,2.005619752954116,9766231000.0,True
13613,CCO.TO,Cameco Corporation,TOR,Industrial Metals & Minerals,Canada,3.0536092604279514,1862925000.0,True
13626,CFX.TO,Canfor Pulp Products Inc.,TOR,Drugs - Generic,Canada,2.540137931034483,1087900000.0,True
13658,CVC1.SG,Carnival Corp. Paired Ctf(1Sh.C,STU,"Recreational Goods, Other",Germany,2.4621422533510446,17510000000.0,True
13676,CASTROLIND.NS,Castrol India Limited,NSI,Specialty Chemicals,India,2.586214899048503,38768000000.0,True
13703,KIN2.DE,Kinross Gold Corporation,GER,Gold,Germany,2.424533846236042,3497300000.0,True
13714,ITLC34.SA,Intel Corporation,SAO,Semiconductor - Broad Line,Brazil,2.313181972212809,71965000000.0,True
13750,CCL.NS,CCL Products (India) Limited,NSI,Food - Major Diversified,India,2.4396908487672406,10814167000.0,True
13796,CERA.NS,Cera Sanitaryware Limited,NSI,General Building Materials,India,2.4831150161543176,13515490000.0,True
13804,CE2.F,CropEnergies AG,FRA,Major Integrated Oil & Gas,France,4.274378452534717,778612000.0,True
13832,SHREECEM.NS,Shree Cement Limited,NSI,General Building Materials,India,2.6898496828025875,125546500000.0,True
13834,KAKATCEM.NS,Kakatiya Cement Sugar and Industries Limited,NSI,General Building Materials,India,2.994751785175953,1106143000.0,True
13840,CENTURYPLY.NS,Century Plyboards (India) Limited,NSI,"Lumber, Wood Production",India,2.232419863408908,22803936000.0,True
13847,GCC.MX,"Grupo Cementos de Chihuahua, S.A.B. de C.V.",MEX,General Building Materials,Mexico,2.093394767583131,934115000.0,True
13850,CEN.NZ,Contact Energy Limited,NZE,Diversified Utilities,New Zealand,2.2808471454880292,2460000000.0,True
13858,CEN.AX,Contact Energy Limited,ASX,Diversified Utilities,Australia,2.055340557275542,2460000000.0,True
13889,DECCANCE.NS,Deccan Cements Limited,NSI,General Building Materials,India,2.8914082661782947,6514152000.0,True
13891,CENTENKA.NS,Century Enka Limited,NSI,Textile Industrial,India,4.4552922019178585,17913800000.0,True
13894,VCX.AX,Vicinity Centres,ASX,REIT - Retail,Australia,3.39207102278512,1329700000.0,True
13897,KAJARIACER.NS,Kajaria Ceramics Limited,NSI,General Building Materials,India,3.2402583217279703,29562000000.0,True
13952,CLNINDIA.NS,Clariant Chemicals (India) Limited,NSI,Specialty Chemicals,India,3.2165670507232256,10280927000.0,True
13964,1735.TW,"Evermore Chemical Industry Co., Ltd.",TAI,Chemicals - Major Diversified,Taiwan,2.01892786381563,3174698000.0,True
13973,UHRN.SG,"SWATCH GROUP AG, THE NAMENS-AKT",STU,Jewelry Stores,Germany,6.154794520547945,7960000000.0,True
14008,TIRUMALCHM.NS,Thirumalai Chemicals Limited,NSI,Specialty Chemicals,India,2.41197488318992,12610400000.0,True
14019,2002.TW,China Steel Corporation,TAI,Steel & Iron,Taiwan,2.0333671282003976,366240735000.0,True
14049,CIPLA.NS,Cipla Limited,NSI,Drug Manufacturers - Major,India,2.780267476653514,163232400000.0,True
14058,TRPL3.SA,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,SAO,Electric Utilities,Brazil,2.7558698342976515,3305155000.0,True
14065,OPTOCIRCUI.NS,Opto Circuits (India) Ltd,NSI,Medical Appliances & Equipment,India,2.1685351327633504,2555837132.0,True
14088,SAPR3.SA,Companhia de Saneamento do ParanÃ¡ - SANEPAR,SAO,Water Utilities,Brazil,2.0708022803862156,4722826000.0,True
14093,FSHOP13.MX,Fibra Shop,MEX,REIT - Retail,Mexico,2.3071219792341564,1523931000.0,True
14094,TERRA13.MX,Terrafina,MEX,REIT - Industrial,Mexico,2.3221291810670506,4077899000.0,True
14097,CJ6.F,Cameco Corporation,FRA,Industrial Metals & Minerals,France,3.0536092604279514,2091661000.0,True
14120,KKCL.NS,Kewal Kiran Clothing Limited,NSI,Textile - Apparel Clothing,India,2.9979379373984187,5023962000.0,True
14137,RET-A.TO,Reitmans (Canada) Limited,TOR,Apparel Stores,Canada,3.2164012531001176,923018000.0,True
14149,CMO.NZ,The Colonial Motor Company Limited,NZE,Auto Dealerships,New Zealand,2.2103282744780564,906924000.0,True
14159,0386.HK,SINOPEC CORP,HKG,Major Integrated Oil & Gas,Hong Kong,2.164129425787573,2966193000000.0,True
14163,0338.HK,SHANGHAI PECHEM,HKG,Oil & Gas Refining & Marketing,Hong Kong,2.9216046604188275,100346048000.0,True
14165,0857.HK,PETROCHINA,HKG,Major Integrated Oil & Gas,Hong Kong,2.121034104912883,2516810000000.0,True
14173,0728.HK,CHINA TELECOM,HKG,Wireless Communications,Hong Kong,2.0199631705502297,375734000000.0,True
14178,3378.HK,XIAMEN PORT,HKG,Shipping,Hong Kong,2.1719227444268414,13933106000.0,True
14195,1088.HK,CHINA SHENHUA,HKG,Industrial Metals & Minerals,Hong Kong,3.941364224967627,241871000000.0,True
14197,1053.HK,CHONGQING IRON,HKG,Steel & Iron,Hong Kong,3.558932958368004,23477597000.0,True
14198,0995.HK,ANHUIEXPRESSWAY,HKG,Heavy Construction,Hong Kong,3.659546229569259,2946420820.0,True
14203,0694.HK,BEIJING AIRPORT,HKG,"Air Services, Other",Hong Kong,3.5513205317390333,10810484000.0,True
14218,3983.HK,China BlueChemical Ltd,HKG,Agricultural Chemicals,Hong Kong,4.513573208772701,10858435000.0,True
14224,2880.HK,Dalian Port (PDA) Company Limited,HKG,Shipping,Hong Kong,2.563066749562326,6754444902.0,True
14225,2698.HK,Weiqiao Textile Company Limited,HKG,Textile Industrial,Hong Kong,4.071247742616157,15167562000.0,True
14241,1066.HK,WEIGAO GROUP,HKG,Medical Appliances & Equipment,Hong Kong,2.821946744577726,10364081000.0,True
14245,0914.HK,CONCH CEMENT,HKG,General Building Materials,Hong Kong,4.903818005669766,157030328135.0,True
14249,0696.HK,TRAVELSKY TECH,HKG,Business Services,Hong Kong,5.358506984573298,8121673000.0,True
14251,0525.HK,GUANGSHEN RAIL,HKG,Railroads,Hong Kong,4.758040420399738,21178351087.0,True
14253,0347.HK,ANGANG STEEL,HKG,Steel & Iron,Hong Kong,2.490300623936472,105587000000.0,True
14254,0168.HK,TSINGTAO BREW,HKG,Beverages - Brewers,Hong Kong,2.144511542675097,27983760363.0,True
14260,2238.HK,GAC GROUP,HKG,Auto Parts,Hong Kong,2.500386865603226,59704321649.0,True
14261,0811.HK,XINHUA WINSHARE,HKG,"Specialty Retail, Other",Hong Kong,2.469886651689863,8842457723.0,True
14269,1666.HK,TONG REN TANG,HKG,Drug Manufacturers - Major,Hong Kong,3.426714573168257,4476449000.0,True
14272,PC6.F,PetroChina Company Limited,FRA,Major Integrated Oil & Gas,France,2.121034104912883,2516810000000.0,True
14291,0177.HK,Jiangsu Expressway Company Limited,HKG,Heavy Construction,Hong Kong,2.560638889568159,9969011165.0,True
14298,1122.HK,QINGLING MOTORS,HKG,Trucks & Other Vehicles,Hong Kong,3.772385688858515,4723287000.0,True
14307,IMG.TO,IAMGOLD Corporation,TOR,Gold,Canada,2.6758816600845283,1065300000.0,True
14353,CRISIL.NS,CRISIL Limited,NSI,Investment Brokerage - National,India,3.267603181052998,17317200000.0,True
14356,SHARDACROP.NS,Sharda Cropchem Limited,NSI,Agricultural Chemicals,India,2.397026416861256,20011428000.0,True
14371,BAYERCROP.NS,Bayer CropScience Limited,NSI,Agricultural Chemicals,India,2.8499165111482165,26938000000.0,True
14380,CSR.AX,CSR Limited,ASX,General Building Materials,Australia,2.6198684210526317,2322800000.0,True
14397,CTM.F,China Mobile Limited,FRA,Wireless Communications,France,3.121442434251492,745917000000.0,True
14402,CTSH.MX,Cognizant Technology Solutions Corporation,MEX,Information Technology Services,Mexico,3.1269780007719032,16783000000.0,True
14419,CUMMINSIND.NS,Cummins India Limited,NSI,Diversified Machinery,India,3.4098374491501104,56973100000.0,True
14434,VITROA.MX,"Vitro, S.A.B. de C.V.",MEX,Packaging & Containers,Mexico,2.048928647647293,2180256000.0,True
14435,MEDICAB.MX,"Médica Sur, S.A.B. de C.V.",MEX,Medical Laboratories & Research,Mexico,2.724595307875402,3698068000.0,True
14438,GISSAA.MX,"Grupo Industrial Saltillo, S.A.B. de C.V.",MEX,General Building Materials,Mexico,2.1094054507150517,17129099000.0,True
14444,CVC1.F,Carnival Corporation,FRA,"Recreational Goods, Other",France,2.2880211242573503,20825000000.0,True
14468,CYBERTECH.NS,CyberTech Systems and Software Limited,NSI,Information Technology Services,India,2.695264444494282,967644000.0,True
14479,CYIENT.NS,Cyient Limited,NSI,Information Technology Services,India,2.9308214016578757,46175000000.0,True
14536,DATAMATICS.NS,Datamatics Global Services Limited,NSI,Business Services,India,4.624699196969293,11389810000.0,True
14549,DBCORP.NS,D. B. Corp Limited,NSI,Publishing - Newspapers,India,4.220628988470895,24627010000.0,True
14567,DD.MX,E. I. du Pont de Nemours and Company,MEX,Agricultural Chemicals,Mexico,2.492672413793104,21512000000.0,True
14578,DELTACORP.NS,Delta Corp Limited,NSI,Resorts & Casinos,India,14.478092605390465,7978100000.0,True
14579,DEEPIND.NS,Deep Industries Limited,NSI,Oil & Gas Equipment & Services,India,2.928283242983375,3087371000.0,True
14649,RHK.F,Rhön-Klinikum Aktiengesellschaft,FRA,Hospitals,France,3.695451395832268,1533836000.0,True
14723,UTDI.F,United Internet AG,FRA,Wireless Communications,France,2.0320035924316517,5194092000.0,True
14744,DHUNINV.NS,Dhunseri Investments Limited,NSI,Investment Brokerage - National,India,18.139615877483312,26936043000.0,True
14761,WDP.DE,The Walt Disney Company,GER,Entertainment - Diversified,Germany,2.12860466137032,69570000000.0,True
14762,DIA.MI,DiaSorin S.p.A.,MIL,Medical Laboratories & Research,Italy,13.461086637298093,706300000.0,True
14772,GDL.NS,Gateway Distriparks Limited,NSI,Air Delivery & Freight Services,India,2.338280547879781,4306122000.0,True
14780,DO.MX,"Diamond Offshore Drilling, Inc.",MEX,Oil & Gas Drilling & Exploration,Mexico,2.24228140611584,934934000.0,True
14808,DIVISLAB.NS,Divi's Laboratories Limited,NSI,Drugs - Generic,India,7.43525113310517,49462700000.0,True
14815,DSV.CO,DSV A/S,CPH,Air Delivery & Freight Services,Denmark,2.0224097184792083,94701000000.0,True
14818,0QBON.MX,Coloplast A/S,MEX,Medical Instruments & Supplies,Mexico,2.1880048118233373,17939000000.0,True
14834,TIV.CO,Tivoli A/S,CPH,"Recreational Goods, Other",Denmark,2.367461247883288,1051300000.0,True
14846,GABR.CO,Gabriel Holding A/S,CPH,Textile Industrial,Denmark,2.0002419093764785,708345000.0,True
14847,NORTHM.CO,North Media A/S,CPH,Publishing - Newspapers,Denmark,3.2629804450438304,1130000000.0,True
14857,DLF.NS,DLF Limited,NSI,Real Estate Development,India,2.0093618650151406,83660872000.0,True
14860,DLINKINDIA.NS,D-Link (India) Limited,NSI,Communication Equipment,India,2.589300940025837,7157016000.0,True
14861,DLG.MI,De'Longhi S.p.A.,MIL,Electronic Equipment,Italy,2.0519572324821067,2101100000.0,True
14866,GIL.F,DMG Mori Aktiengesellschaft,FRA,Machine Tools & Accessories,France,2.078554553129027,2722451000.0,True
14921,LALPATHLAB.NS,Dr. Lal PathLabs Limited,NSI,Medical Laboratories & Research,India,7.816027694755628,12034180000.0,True
14924,DREDGECORP.NS,Dredging Corporation of India Limited,NSI,Shipping,India,2.786894142712899,6917386000.0,True
14931,JINDRILL.NS,Jindal Drilling & Industries Limited,NSI,Oil & Gas Drilling & Exploration,India,3.3326705843445645,2073937000.0,True
15034,LEVE3.SA,Mahle Metal Leve S.A.,SAO,Auto Parts,Brazil,2.4046460199960547,2591654000.0,True
15040,EBRO.MC,"Ebro Foods, S.A.",MCE,Food - Major Diversified,Spain,2.1004930361702323,2815154000.0,True
15054,ECLERX.NS,eClerx Services Limited,NSI,Business Services,India,7.418138582223687,14305930000.0,True
15106,NAUKRI.NS,Info Edge (India) Limited,NSI,Internet Information Providers,India,4.83271276313616,11510090000.0,True
15108,NAVNETEDUL.NS,Navneet Education Limited,NSI,Publishing - Newspapers,India,2.5037531117572165,14450100000.0,True
15115,EDG.SG,Gold Fields Ltd.,STU,Gold,Germany,2.057784961611389,2761800000.0,True
15129,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,NSI,Confectioners,India,2.1354728495546618,3345142547.0,True
15133,EICHERMOT.NS,Eicher Motors Limited,NSI,Auto Manufacturers - Major,India,4.613582863000434,97510400000.0,True
15136,EIHOTEL.NS,EIH Limited,NSI,Lodging,India,3.634656811956957,18196210000.0,True
15137,EIMCOELECO.NS,Eimco Elecon (India) Limited,NSI,Diversified Machinery,India,9.125448834774515,1843710000.0,True
15153,LIVEPOLC-1.MX,"El Puerto de Liverpool, SAB de CV",MEX,Department Stores,Mexico,2.1922365294490884,144849077000.0,True
15154,ELGIEQUIP.NS,ELGI Equipments Limited,NSI,Diversified Machinery,India,2.2544178235994767,18634690000.0,True
15205,SND.F,Schneider Electric S.E.,FRA,Diversified Machinery,France,2.058409184466908,27158000000.0,True
15209,MEL.L,Mitsubishi Electric Corporation,LSE,Diversified Electronics,United Kingdom,2.361018310555344,4519921000000.0,True
15219,INDNIPPON.NS,India Nippon Electricals Limited,NSI,Auto Parts,India,4.6643684367064,5252121000.0,True
15247,SND.DE,Schneider Electric S.E.,FRA,Diversified Machinery,France,2.058409184466908,27158000000.0,True
15255,EMG.L,Man Group plc,LSE,Asset Management,United Kingdom,2.4384410983170954,1113000000.0,True
15266,EMAMILTD.NS,Emami Limited,NSI,Personal Products,India,3.780779787159796,26929381000.0,True
15270,EMKAY.NS,Emkay Global Financial Services Limited,NSI,Investment Brokerage - National,India,2.1006601831878213,1397696947.0,True
15277,EZTC3.SA,EZTEC Empreendimentos e Participações S.A.,SAO,Real Estate Development,Brazil,9.168466374482174,804390000.0,True
15285,TOT.TO,Total Energy Services Inc.,TOR,Oil & Gas Equipment & Services,Canada,2.196297952288341,757398000.0,True
15334,SGR.AX,The Star Entertainment Group Limited,ASX,Resorts & Casinos,Australia,3.0300086824397656,2158100000.0,True
15418,ESCORTS.NS,Escorts Limited,NSI,Farm & Construction Machinery,India,2.3203798803386797,62620200000.0,True
15419,ESABINDIA.NS,ESAB India Limited,NSI,Machine Tools & Accessories,India,3.3766604261388964,6743900000.0,True
15425,ITXN.MX,"Industria de Diseño Textil, S.A.",MEX,Apparel Stores,Mexico,2.1121112929623567,28286000000.0,True
15444,TL5.MC,"Mediaset España Comunicación, S.A.",MCE,Broadcasting - TV,Spain,4.105411100890982,939001000.0,True
15578,EVERESTIND.NS,Everest Industries Limited,NSI,General Building Materials,India,2.0014179113418264,14083190000.0,True
15596,EXE.PA,Exel Industries Société Anonyme,PAR,Farm & Construction Machinery,France,2.020179939451653,776687000.0,True
15605,EXCELINDUS.NS,Excel Industries Limited,NSI,Specialty Chemicals,India,4.236729236164768,8249602000.0,True
15618,NUCLEUS.NS,Nucleus Software Exports Limited,NSI,Information Technology Services,India,3.8760886777513854,4840300000.0,True
15623,ORBTEXP.NS,Orbit Exports Limited,NSI,Textile Industrial,India,4.731220600144262,1385568000.0,True
15628,SELAN.NS,Selan Exploration Technology Limited,NSI,Independent Oil & Gas,India,6.2207227417525015,934642000.0,True
15635,KABRAEXTRU.NS,Kabra Extrusiontechnik Limited,NSI,Diversified Machinery,India,3.5515721007960805,2451419000.0,True
15672,SUNDRMFAST.NS,Sundram Fasteners Limited,NSI,Auto Parts,India,2.028611182628416,45579000000.0,True
15699,FDC.NS,FDC Limited,NSI,Drug Manufacturers - Major,India,8.424846621039144,10906975000.0,True
15710,1722.TW,"Taiwan Fertilizer Co., Ltd.",TAI,Agricultural Chemicals,Taiwan,3.0345570303688763,12890565000.0,True
15715,GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,NSI,Agricultural Chemicals,India,3.330542665593624,84906734000.0,True
15756,FIE.F,Fielmann AG,FRA,"Specialty Retail, Other",France,4.0105485679841415,1427999000.0,True
15777,NAHARPOLY.NS,Nahar Poly Films Limited,NSI,Packaging & Containers,India,43.99978370041567,2657277000.0,True
15795,NAVINFLUOR.NS,Navin Fluorine International Limited,NSI,Chemicals - Major Diversified,India,5.568446750622255,9959373000.0,True
15809,FMTY14.MX,"FIBRA MTY, S.A.P.I. de C.V.",MEX,Money Center Banks,Mexico,2.6115335056935987,945824000.0,True
15828,FOSECOIND.NS,Foseco India Limited,NSI,Chemicals - Major Diversified,India,3.2180215553611453,3225239000.0,True
15838,3532.TW,Formosa Sumco Technology Corporation,TAI,Semiconductor Equipment & Materials,Taiwan,9.422909168251527,11636040000.0,True
15850,RELAXO.NS,Relaxo Footwears Limited,NSI,Textile - Apparel Footwear & Accessories,India,3.2123966445774688,22920800000.0,True
15897,FPE3.SG,FUCHS PETROLUB SE Inhaber-Vorzu,STU,Chemicals - Major Diversified,Germany,3.9436936936936937,2473000000.0,True
15903,FPE.SG,FUCHS PETROLUB SE Inhaber-Stamm,STU,Chemicals - Major Diversified,Germany,3.9436936936936937,2473000000.0,True
15920,SANF.MI,Sanofi,MIL,Drug Manufacturers - Major,Italy,2.077422242112329,35677000000.0,True
16009,RUI.PA,Rubis,PAR,Gas Utilities,France,2.006991941965933,4753724000.0,True
16028,SNW.SG,Sanofi S.A. Actions Port. EO 2,STU,Drug Manufacturers - Major,Germany,2.4015107775211697,36204000000.0,True
16067,IGL.NS,Indraprastha Gas Limited,NSI,Gas Utilities,India,3.310856830764948,57648400000.0,True
16069,GABRIEL.NS,Gabriel India Limited,NSI,Auto Parts,India,2.556104148204414,20764630000.0,True
16077,GATI.NS,Gati Limited,NSI,Air Delivery & Freight Services,India,2.3161080472601814,18631940000.0,True
16082,GANDHITUBE.NS,Gandhi Special Tubes Limited,NSI,Metal Fabrication,India,11.14304309000923,1229068000.0,True
16167,PES.DE,Pearson plc,GER,Publishing - Newspapers,Germany,2.2993688007213704,3869000000.0,True
16195,LAND.L,Land Securities Group plc,LSE,REIT - Office,United Kingdom,3.4112785610111813,757000000.0,True
